Class,Number of commentsComment,Number of line comments,Number of Block comments,Number of Javadoc comments,Number of Licence comments,Number of comments in methode,Number of method comments,Number of class comments
/flow-data/src/main/java/com/vaadin/flow/data/converter/StringToBooleanConverter.java,9,1,1,7,1,1,6,1
/flow-data/src/main/java/com/vaadin/flow/data/converter/StringToDateConverter.java,4,1,1,2,1,1,1,1
/flow-data/src/main/java/com/vaadin/flow/data/converter/StringToDoubleConverter.java,6,0,1,5,1,0,4,1
/flow-data/src/main/java/com/vaadin/flow/data/converter/StringToFloatConverter.java,6,0,1,5,1,0,4,1
/flow-data/src/main/java/com/vaadin/flow/data/converter/StringToIntegerConverter.java,11,4,1,6,1,4,5,1
/flow-data/src/main/java/com/vaadin/flow/data/converter/StringToLongConverter.java,7,0,1,6,1,0,5,1
/flow-data/src/main/java/com/vaadin/flow/data/converter/StringToUuidConverter.java,13,9,1,3,1,9,2,1
/flow-data/src/main/java/com/vaadin/flow/data/event/SortEvent.java,6,0,1,5,1,0,4,1
/flow-data/src/main/java/com/vaadin/flow/data/provider/AbstractBackEndDataProvider.java,4,0,1,3,1,0,2,1
/flow-data/src/main/java/com/vaadin/flow/data/provider/AbstractComponentDataGenerator.java,7,0,1,6,1,0,5,1
/flow-data/src/main/java/com/vaadin/flow/data/provider/AbstractDataProvider.java,10,6,1,3,1,6,2,1
/flow-data/src/main/java/com/vaadin/flow/data/provider/AbstractDataView.java,7,0,2,5,1,1,4,1
/flow-data/src/main/java/com/vaadin/flow/data/provider/AbstractLazyDataView.java,5,0,1,4,1,0,3,1
/flow-data/src/main/java/com/vaadin/flow/data/provider/AbstractListDataView.java,12,4,5,3,1,8,2,1
/flow-data/src/main/java/com/vaadin/flow/data/provider/ArrayUpdater.java,8,0,1,7,1,0,6,1
/flow-data/src/main/java/com/vaadin/flow/data/provider/BackEndDataProvider.java,5,0,1,4,1,0,3,1
/flow-data/src/main/java/com/vaadin/flow/data/provider/BeanDataGenerator.java,2,0,1,1,1,0,0,1
/flow-data/src/main/java/com/vaadin/flow/data/provider/CallbackDataProvider.java,8,0,1,7,1,0,6,1
/flow-data/src/main/java/com/vaadin/flow/data/provider/CompositeDataGenerator.java,3,0,1,2,1,0,1,1
/flow-data/src/main/java/com/vaadin/flow/data/provider/ConfigurableFilterDataProvider.java,3,0,1,2,1,0,1,1
/flow-data/src/main/java/com/vaadin/flow/data/provider/ConfigurableFilterDataProviderWrapper.java,4,0,1,3,1,0,2,1
/flow-data/src/main/java/com/vaadin/flow/data/provider/DataChangeEvent.java,10,0,1,9,1,0,8,1
/flow-data/src/main/java/com/vaadin/flow/data/provider/DataCommunicator.java,115,55,14,46,1,60,53,1
/flow-data/src/main/java/com/vaadin/flow/data/provider/DataGenerator.java,6,0,1,5,1,0,4,1
/flow-data/src/main/java/com/vaadin/flow/data/provider/DataKeyMapper.java,9,0,1,8,1,0,7,1
/flow-data/src/main/java/com/vaadin/flow/data/provider/DataProvider.java,18,0,1,17,1,0,16,1
/flow-data/src/main/java/com/vaadin/flow/data/provider/DataProviderListener.java,3,0,1,2,1,0,1,1
/flow-data/src/main/java/com/vaadin/flow/data/provider/DataProviderWrapper.java,5,0,1,4,1,0,3,1
/flow-data/src/main/java/com/vaadin/flow/data/provider/DataView.java,8,0,1,7,1,0,6,1
/flow-data/src/main/java/com/vaadin/flow/data/provider/DataViewUtils.java,10,1,1,8,1,1,7,1
/flow-data/src/main/java/com/vaadin/flow/data/provider/FilterUtils.java,5,1,1,3,1,1,2,1
/flow-data/src/main/java/com/vaadin/flow/data/provider/HasDataGenerators.java,3,0,1,2,1,0,1,1
/flow-data/src/main/java/com/vaadin/flow/data/provider/HasDataView.java,5,0,1,4,1,0,3,1
/flow-data/src/main/java/com/vaadin/flow/data/provider/HasLazyDataView.java,6,0,1,5,1,0,4,1
/flow-data/src/main/java/com/vaadin/flow/data/provider/HasListDataView.java,6,0,1,5,1,0,4,1
/flow-data/src/main/java/com/vaadin/flow/data/provider/hierarchy/AbstractBackEndHierarchicalDataProvider.java,3,0,1,2,1,0,1,1
/flow-data/src/main/java/com/vaadin/flow/data/provider/hierarchy/AbstractHierarchicalDataProvider.java,2,0,1,1,1,0,0,1
/flow-data/src/main/java/com/vaadin/flow/data/provider/hierarchy/BackEndHierarchicalDataProvider.java,2,0,1,1,1,0,0,1
/flow-data/src/main/java/com/vaadin/flow/data/provider/hierarchy/HasHierarchicalDataProvider.java,7,0,1,6,1,0,5,1
