Class,Number of commentsComment,Number of line comments,Number of Block comments,Number of Javadoc comments,Number of Licence comments,Number of comments in methode,Number of method comments,Number of class comments
/core/src/com/google/inject/spi/TypeListenerBinding.java,4,0,1,3,1,0,2,1
/core/src/com/google/inject/spi/UntargettedBinding.java,2,0,1,1,1,0,0,1
/core/src/com/google/inject/Stage.java,5,0,1,4,1,3,0,1
/core/src/com/google/inject/TypeLiteral.java,21,3,1,17,1,3,16,1
/core/src/com/google/inject/util/Enhanced.java,4,0,1,3,1,0,2,1
/core/src/com/google/inject/util/Modules.java,30,13,1,16,1,11,17,1
/core/src/com/google/inject/util/package-info.java,2,0,1,1,1,0,0,1
/core/src/com/google/inject/util/Providers.java,6,1,1,4,1,1,3,1
/core/src/com/google/inject/util/Types.java,14,1,1,12,1,0,11,2
/core/test/com/google/inject/AllTests.java,10,8,1,1,1,8,0,1
/core/test/com/google/inject/Asserts.java,19,7,2,10,1,7,9,2
/core/test/com/google/inject/BinderTest.java,23,13,2,8,1,7,7,8
/core/test/com/google/inject/BinderTestSuite.java,6,1,1,4,1,1,3,1
/core/test/com/google/inject/BindingAnnotationTest.java,4,0,3,1,1,2,0,1
/core/test/com/google/inject/BindingOrderTest.java,3,1,1,1,2,1,0,0
/core/test/com/google/inject/BindingTest.java,23,20,1,2,1,20,1,1
/core/test/com/google/inject/BoundInstanceInjectionTest.java,2,0,1,1,1,0,0,1
/core/test/com/google/inject/BoundProviderTest.java,2,0,1,1,1,0,0,1
/core/test/com/google/inject/CircularDependencyTest.java,17,12,1,4,1,12,3,1
/core/test/com/google/inject/DefaultMethodInterceptionTest.java,13,5,1,7,1,2,9,1
/core/test/com/google/inject/DuplicateBindingsTest.java,32,30,1,1,1,30,0,1
/core/test/com/google/inject/EagerSingletonTest.java,22,19,1,2,1,16,1,4
/core/test/com/google/inject/errors/BindingAlreadySetErrorTest.java,1,1,0,0,0,1,0,0
/core/test/com/google/inject/errors/ChildBindingAlreadySetErrorTest.java,6,6,0,0,0,2,4,0
/core/test/com/google/inject/errors/DuplicateElementErrorTest.java,3,3,0,0,0,3,0,0
/core/test/com/google/inject/errors/DuplicateMapKeyErrorTest.java,2,2,0,0,0,2,0,0
/core/test/com/google/inject/errors/ErrorMessagesTest.java,3,3,0,0,0,3,0,0
/core/test/com/google/inject/errors/ErrorMessageTestUtils.java,3,2,0,1,0,2,1,0
/core/test/com/google/inject/errors/GenericErrorTest.java,1,1,0,0,0,1,0,0
/core/test/com/google/inject/errors/MissingConstructorErrorTest.java,1,1,0,0,0,1,0,0
/core/test/com/google/inject/errors/MissingImplementationErrorTest.java,13,13,0,0,0,11,2,0
/core/test/com/google/inject/errors/NullInjectedIntoNonNullableTest.java,0,0,0,0,0,0,0,0
/core/test/com/google/inject/errors/ScopeNotFoundErrorTest.java,1,1,0,0,0,1,0,0
/core/test/com/google/inject/example/ClientServiceWithDependencyInjection.java,4,2,1,1,1,1,0,2
/core/test/com/google/inject/example/ClientServiceWithFactories.java,4,2,1,1,1,1,0,2
